6,0,0,0,0,993
6,1,0,0,0,993
6,1,0,0,0,993
6,2,0,0,0,993
6,2,0,0,0,993
6,3,0,0,0,993
6,4,0,0,0,993
6,5,0,0,0,993
6,6,0,0,0,993
6,8,0,0,0,993
6,9,0,0,0,993
6,11,0,0,0,993
6,12,0,0,0,993
6,13,0,0,0,993
6,15,0,0,0,993
6,17,0,0,0,993
6,18,0,0,0,993
6,20,0,0,0,993
6,21,0,1,0,993
6,23,0,1,0,993
6,24,0,1,0,993
6,25,0,1,0,993
6,27,0,1,0,993
6,28,0,1,0,993
6,30,0,2,2,993
6,31,0,2,2,993
6,33,0,2,2,993
6,34,0,2,2,993
6,35,0,3,2,993
6,37,0,3,2,993
6,38,0,3,2,993
6,40,0,3,3,993
6,41,0,4,3,993
6,42,0,4,3,993
6,44,0,4,3,993
6,45,0,5,3,993
6,47,0,5,3,993
6,48,0,5,3,993
6,49,0,6,3,993
6,51,0,6,6,993
6,52,0,6,6,993
6,54,0,7,6,993
6,55,0,7,6,993
6,57,0,8,6,993
6,58,0,8,6,993
6,60,0,8,6,993
6,62,0,9,9,993
6,63,1,9,9,993
6,65,1,10,9,993
6,66,1,10,9,993
6,68,1,11,9,993
6,69,1,11,9,993
6,71,1,12,9,993
6,72,1,12,10,993
6,74,2,13,10,993
6,75,2,14,10,993
6,77,2,14,10,993
6,78,3,15,10,993
6,80,3,15,10,993
6,82,3,16,10,993
6,83,4,17,9,993
6,85,4,17,9,993
6,86,5,18,9,993
6,88,5,19,9,993
6,89,6,19,9,993
6,91,6,20,9,993
6,92,7,21,9,993
6,94,8,21,8,993
6,95,8,22,8,993
6,97,9,23,8,993
6,98,9,24,8,993
6,100,10,24,8,993
6,102,11,25,8,993
6,104,12,26,9,993
6,106,12,27,9,993
6,107,13,28,9,993
6,109,13,29,9,993
6,111,14,30,9,993
6,112,15,31,9,993
6,114,16,32,11,993
6,116,17,33,11,993
6,117,18,34,11,993
6,119,19,35,11,993
